pid,doi,wos_award_ids,crossref_award_ids,kuali_verified_award_ids
articles:18874,10.1002/2016GL070592,,,
articles:18731,10.5194/essd-8-461-2016,NNX13AK55G,NNX13AK55G,
articles:18855,10.1038/srep34275,"41275168,41430424,SQ2016ZY01003765,2016YFC0203400,2016YFC0201900",,
articles:18748,10.5194/amt-9-4783-2016,4000111403 IASI.FLOW,,
articles:18728,10.5194/acp-16-12039-2016,233133,,
articles:19295,10.1002/2015JD024697,"DE-SC0008568,AGS-1450582",DE-SC0008568,
articles:19294,10.1002/2016JD025327,"NNX10AR39G,NNX11AQ44G,NNG05GO62G,287382","NNX10AR39G,NNX11AQ44G,NNG05GO62G,287382 (PIMMS ITN),287382(PIMMS ITN) NOAA/ESRL's Physical Sciences Chemical Sciences Division",
articles:19290,10.1002/2016JD025392,,,
articles:18952,10.1002/2016JD024818,"DFG-EH329/2-1,1372",DFG-EH329/2-1,
articles:18949,10.1002/2016JD025130,,,
articles:18951,10.1002/2016JD025097,,,
articles:18950,10.1002/2016JD024941,"DE-SC0008468,NA15NWS4680004,NNX13AH73G","DE- SC0008468,NA15NWS4680004,NNX13AH73G",NNX13AH73G
articles:18944,10.3847/0004-637X/829/2/92,"NNX14AB56G,NNX11AJ36,NNX13AG18G,207430 STARS2,g26133,s0943,CNS-0821794",,
articles:18881,10.5194/acp-16-11899-2016,"279405,DE-SC0011122",279405,
articles:18882,10.5194/gmd-9-3427-2016,cpom30001,,
articles:18878,10.5194/acp-16-11837-2016,"NNX11AI52G,RD-83503701",,
articles:18741,10.3847/2041-8205/829/1/L18,"NNG09FA40C,269299,647214,EP/I037016/1,ST/N000609/1,ST/K000950/1",,
articles:18760,10.5194/gmd-9-3231-2016,"1245944,1350795,264358,283034,15H03726,NA08OAR4320752,DE-AC52-07NA27344,ncas10009",,
articles:18755,10.1002/2016GL070067,,,
articles:18763,10.1002/2016JD025056,,NNXAF95G,
articles:18861,10.1002/2016JD025229,"374,8306,U00P4400079,49173B-02,NNX10AR39G","374, project 8306,U00P4400079,49173B-02,NNX10AR39G",
articles:18885,10.1002/2016JD024955,"41130105,41130962,41005035","41130105,41130962,41005035,C2P2,DOE SciDac",
articles:18883,10.1002/2015JD024173,"276926,258165,265005,NNX12AD04G,NE/J02077X/1,NE/J02077X/1","#276926,#258165,#265005,NNX12AD04G,NE/J02077X/1",NNX12AD04G
articles:19304,10.1002/2016GL070356,"NE/K008536/1,NE/C509558/1,NE/G006989/1,EP/K000225/1,1401803,DE-SC0006744","NE/K008536/1,NE/C509558/1,NE/G006989/1,No.EP/K000225/1,1401803,DE-SC0006744","1401803,DESC0006744"
books:615,10.1007/978-3-319-40528-5_6,,,
articles:18646,10.1016/j.jcp.2016.05.026,"DMS-0934317,OCI-0904599","DMS-0934317,OCI-0904599",DMS0934317
usclivar:50,10.5065/D66Q1VN8,,,
articles:18858,10.5194/gmd-9-3123-2016,"NE/J02077X/1,NE/J022187/1,276926,NNX14AH54G,bas0100031,NE/J022187/1,NE/J008621/1,NE/J02077X/1,ncas10009",,
articles:18670,10.5194/acp-16-11207-2016,233133,RAQC 58380,
articles:18734,10.5194/amt-9-4447-2016,,,
articles:18862,10.3847/0004-637X/828/2/91,"P22104000,NHAO0010,638-2013-9243",,
articles:18857,10.3847/0004-637X/828/2/89,606692,,
articles:18770,10.1021/acs.est.6b02533,R835422,R835422,
books:617,10.1002/9781118971772.ch2,,,
articles:18732,10.5194/amt-9-4295-2016,ENV07,,
articles:18768,10.5194/acp-16-10911-2016,DP110101948,,
articles:18796,10.5194/gmd-9-2973-2016,"DE-FC03-97ER62402/A010,DE-SC0012972,2015-67003-23489,LUC4C,603542",,20156700323489
articles:18613,10.1007/s00376-016-6169-9,,,
articles:18651,10.1016/j.chemosphere.2016.06.025,"41275186,41430424,XDB05020000,XDA05100100,D090409033670902,SKLLQG1429","41275186,41430424,XDB05020000,XDA05100100,D090409033670902,SKLLQG1429",
articles:18860,10.4172/2168-9792.1000172,,,
articles:18879,10.1016/j.ocemod.2016.07.003,"DE-SC0012550,SNL 014938,DE-AC04-94AL85000","DE-SC0012550,DE-AC04-94AL85000",
articles:18906,10.1038/ncomms12361,"R83504201,NNX09AK66G,DE-FG02-08ER64533",,
articles:19309,10.1175/BAMS-D-14-00246.1,,,
articles:19297,10.1175/BAMS-D-14-00212.1,,,
articles:19292,10.1002/2016WR018954,"NNXIIAK35A,EAR 1141764,2012-67003-19802","NNXIIAK35A,EAR 1141764,2012-67003-19802",
articles:19291,10.1002/2016JC012156,,AGS-13-17469,
articles:19293,10.1016/j.ocemod.2016.08.002,SC0006769,SC0006769,SC0006769
articles:18533,10.1016/j.atmosres.2016.03.005,,,
articles:18585,10.1016/j.resconrec.2016.04.016,,,
articles:18496,10.1016/j.atmosenv.2016.06.001,"NNX09AH03G S02,NNX11AI10G,NNX11AG63G","NNX09AH03G S02,NNX11AI10G,NNX11AG63G","NNX09AH03G,NNX11AG63G,NNX11AI10G"
articles:18666,10.1175/JHM-D-15-0218.1,91337217,,
articles:18730,10.1175/JCLI-D-16-0151.1,"2012CB955303,41275070,41405010,DE-FC02-97ER62402",,
articles:18729,10.1007/s00024-016-1324-x,,85/10;86/11;143/12,
articles:18889,10.1002/2016JA022598,"AGS-1408789,AGS-1255704","AGS-1408789,AGS-1255704",AGS1408789
articles:18756,10.1175/JAS-D-15-0367.1,"ATM-0425247,DE-SC0008648",,DESC0008648
articles:18758,10.1175/JAS-D-16-0056.1,"267760,AGS-1317469",,
articles:18759,10.1175/MWR-D-16-0104.1,DE-EE0006016,,DEEE0006016
articles:18762,10.1007/s10584-016-1722-1,"DMS-1106862,DMS-1513481,EF-1137309,EF-1241874,EF-1253225,DMS-1513076",,
articles:18765,10.1890/15-0750.1,"G13AC00390,G12AC20504,AGS 1419558","G13AC00390,G12AC20504,AGS 1419558",
articles:18764,10.1007/s00024-016-1380-2,,,
articles:18767,10.1016/j.dsr.2016.02.019,23253001,23253001,
articles:18772,10.1093/jme/tjw076,,,
articles:18876,10.1002/2016SW001450,"AGS-1138784,AFOSRFA9550-16-1-0050","AGS-1138784,FA9550-16-1-0050",AGS1138784
articles:18877,10.1002/2016SW001423,"DES-1446704,AGS 1144154,1540544,PLR-1341562","DES-1446704,AGS 1144154,1540544,PLR-1341562",
articles:18863,10.1175/JAMC-D-15-0290.1,NNX13AH73G,,NNX13AH73G
articles:18884,10.1175/JTECH-D-15-0120.1,"AGS-1303685,OISE-1209444",,
articles:18703,10.1175/JTECH-D-16-0057.1,,,
articles:18705,10.1109/TGRS.2016.2546978,"2014AA123503,41574178","2014AA123503,41574178",
articles:18724,10.1175/JCLI-D-15-0816.1,"41225017,41421063,2012CB825605,AGS-1115249,AGS-1110199,CGL2015-69699-R,603557-STRATOCLIM,FP7-ENV.2013.6.1-2,NNX15AD22G,AGS-1115249,AGS-1110199",,
articles:18726,10.1007/s10661-016-5519-5,N00014-14-1-0208 (PSU 171570),,
articles:18859,10.1175/JCLI-D-16-0097.1,AGS-1264195,,
articles:18856,10.1175/MWR-D-16-0117.1,"NOAA-NESDIS-OAR-NA08OAR4320904,1063537,NA11OAR4320072",,
articles:18798,10.1007/s00382-015-2934-1,"282672,PULSATION ANR-11-MONU-0010","Grant Agreement number 282672,ANR-11-MONU-0010",
articles:19296,10.1002/2016JA023043,"NNX13AF93G,NNX07AB76G,NNX09AG64G,NNX14AD84G,NNX15AK75G,NNX13AF77G,NNH13ZDA001N-GCR,AGS-0334595,AGS-0640745,AGS-1339918,AGS-1343031,FA9550-13-1-0174,NWS-2015-2004117","NNX13AF93G,NNX07AB76G,NNX09AG64G,NNX14AD84G,NNX15AK75G,NNX13AF77G,NNH13ZDA001N‐GCR,FA9550‐13‐1‐0174,NWS‐2015‐2004117","AGS1339918,NNX13AF77G,NNX13AF93G,NNX14AD84G,NNX15AK75G"
articles:19300,10.1051/0004-6361/201527358,"606862,3243/7.PR/14/2015/2,16-18495S,RVO 67985815",,
articles:19340,10.1002/2016MS000668,"AGS-1338427,NA14OAR4310160,NA15NWS4680018,NNX14AM19G,ACI-1053575",,
articles:19342,10.1002/2016MS000630,"GAP-654492,863.10.010,829.09.005,DE-FC02-97ER62402",(GAP-654492),
articles:19341,10.1002/2016MS000652,"UGA-0-41026-22,BCS-1413980,CNS-0821794,OCI-1126839","UGA-0-41026-22,BCS-1413980,CNS-0821794,OCI-1126839",
articles:19306,10.1175/BAMS-D-14-00228.1,"NNX10AN38G,NNX10AH67G,NNX14AH06G,DE-SC0007016,DE-AC02-98CH10886",,
articles:19308,10.1002/2016JA022832,"41231065,41321003,41304128,KZZD-EW-01-3,2012CB825604","41231065,41321003,41304128,KZZD-EW-01-3,2012CB825604",
articles:19305,10.1002/2016JA022984,"KZZD-EW-01-2,KZZD-EW-01-3,41321003,41325017,2014AA123503,AGS-1033112","KZZD‐EW‐01‐2,KZZD‐EW‐01‐3,41321003,41325017",AGS1033112
articles:19319,10.1002/2016GB005426,"OCE-1558225,OCE-1155240,NA12OAR4310058,NNX11AF53G,NNX13AC53G","OCE-1558225,OCE-1155240,NA12OAR4310058,NNX11AF53G,NNX13AC53G",
articles:19307,10.1002/2016JA023091,"41325017,41274157,41274158,41421063,KZZD-EW-01,2012CB825605","41325017,41274157,41274158,41421063",
articles:18888,10.1051/0004-6361/201527842,,,
articles:21114,10.14529/jsfi160201,,,
technotes:541,10.5065/D6WH2NCQ,,,
articles:18628,10.18637/jss.v072.i08,,,
articles:18836,10.5194/acp-16-10707-2016,KP17010000/57131,,
articles:19355,10.1038/nclimate3107,DE-FC02-97ER62402,,
articles:18771,10.1038/ngeo2783,"AGS-1538944,AGS-1148594,AGS-1419818,104-2111-M-002-005,1558/14,231716,NE/M006123/1",,
articles:18792,10.1002/2016GL070470,"DE-FC02-97ER62402,DE-AC05-00OR22725","DE-FC02-97ER62402,DE-AC05-00OR22725",
articles:18700,10.1002/2015JD024360,0806437,0806437,
articles:18811,10.1002/2016JD025401,"GYHY201406001,2012BAK10B04,41130960","GYHY201406001,2012BAK10B04,41130960",
articles:18801,10.1002/2016JD025331,"NA13OAR4310071,NA14OAR4320106,83540601,NNH10ZDA001N-SEAC4RS,NNX14AK97H,AGS-1452317,AGS-1546136","NA13OAR4310071,NA14OAR4320106,83540601,NNH10ZDA001N-SEAC4RS,NNX14AK97H,AGS-1452317,AGS-1546136",
articles:18780,10.1002/2016JD025133,,,
articles:18793,10.1002/2016JD024928,"91537211,41505010,41505092,2015Z002,2014R009","91537211,41505010,41505092,2015Z002,2014R009",
articles:18812,10.5194/gmd-9-2881-2016,DE-SC0006959,,
articles:18707,10.1002/2016GL069834,"AGS-1404599,AGS1339918,1443703,AGS 1144154,14RT0299,NNX13AF93G,NNX15AK75G,NNX13AG07G","1404599,14RT0299,NNX13AF93G,NNX15AK75G,NNX13AG07G,AGS1339918,1443703,1144154","AGS1339918,NNX13AF93G,NNX15AK75G"
articles:18778,10.5194/gmd-9-2809-2016,"GA01101,DE-AC05-00OR22725,16H06291,NE/N017951/1",,
articles:18782,10.5194/amt-9-3999-2016,,NNG15HQ03C,NNG15HQ03C
articles:18848,10.5194/gmd-9-2701-2016,"ANR-10-LABX-18-01,ANR-13-SENV-0002-02,FKZ: 01LP1517B/01LP1130A,603557,FP7-ENV. 2013.6.1-2,FKZ: 01LP1130B,AGS-1430051,AGS-1264195,NE/N006038/1,149182,163206,CRSII2_147659,EC-320691,WM130060","TITAN (EC-320691),Royal Society Wolfson Research Merit Award (WM130060)",
usclivar:48,10.5065/D63X851Q,,,
articles:18683,10.1073/pnas.1524888113,,"NNX13AK46G-ACMAP,NNH15ZDA001N-PMM",
articles:18838,10.1002/2016JD025292,1304309,1304309,
articles:18850,10.1002/2016GL070084,"DE-SC0010578,NNX13AI61G,NNX15AF61G,NNX14AI18G,NAS5-01072,AGS-1405054","DE-SC0010578,NNX13AI61G,NNX15AF61G,NNX14AI18G,NAS5-01072,AGS-1405054",
articles:18799,10.5194/acp-16-10351-2016,"GO/12-36,LACy-UMR8105,UMS3365,DP110101948,LE0668470,109914,249374,239618",GO/12-36,
articles:18800,10.5194/amt-9-3755-2016,,,
articles:18794,10.1002/2016GL070122,,,
articles:18805,10.1002/2015JD024724,ANT-0733007,ANT-0733007,
articles:18803,10.1002/2016JD024820,"10-LWSTRT10-0109,NAS5-03132","10-LWSTRT10-0109,NAS5-03132",
articles:18807,10.1002/2016GL070055,,,
articles:18779,10.1002/2016GL070253,"DGE 1144083,NNX13AD64G,NNX13AG07G,NNX14AI17G,AGS 1144154,PLR-1443703","DGE 1144083,NNX13AD64G,NNX13AG07G,NNX14AI17G,AGS 1144154,PLR-1443703",
articles:18781,10.1002/2016GL069769,"DGE 1144083,2012-67003-19802,EAR1141764,7094866","DGE 1144083,EAR1141764,2012-67003-19802,7094866",
articles:18513,10.1016/j.scitotenv.2016.03.157,,,
articles:18725,10.5194/acp-16-10229-2016,NNX11AE19G,NNX11AE19G,NNX11AE19G
articles:18598,10.5194/acp-16-10133-2016,606593,,
articles:18695,10.5194/tc-10-1721-2016,"GA01101,282700,1216037,ANR-10-CEPL-012-03,2015CB953602,40905047",,
articles:18816,10.5194/acp-16-10083-2016,,DGE-1321845,
articles:18802,10.5194/acp-16-10159-2016,"AGS-1230203,AGS-1034858,2013CB955802,DE-SC0006974","AGS-1230203,AGS-1034858,DE-SC0006974",
articles:18817,10.5194/gmd-9-2623-2016,41275128,41275128,
articles:18608,10.5194/acp-16-9983-2016,"PR 919/4-1,ER 474/3-1,01LG1206C","PR 919/4-1,ER 474/3-1,01LG1206C",
articles:18815,10.1073/pnas.1601472113,"ANR-10-LABX-0018,DE-FC02-97ER62402,VO 1765/3-1","grant ANR-10-LABX-0018,Cooperative Agreement DE-FC02-97ER62402,grant agreement VO 1765/3-1",
articles:19254,10.1117/12.2233646,,,
articles:18837,10.5194/acp-16-9847-2016,"1 R21 ES022600-01,DE-AC52-07NA27344,DE-AC02-05CH11231,NE/I008063/1,NE/K001329/1",,
articles:18839,10.5194/acp-16-9785-2016,NE/K500872/1,"NE/K500872/1,612671",
articles:20972,10.1109/IPDPSW.2016.51,,,
articles:18849,10.5194/amt-9-3547-2016,"40875014,GYHY201106023,2011Z003,2013Z005",40875014,
articles:18840,10.5194/acp-16-9675-2016,"41275186,41430424,SKLLQG1413","41275186,41430424",
articles:18843,10.5194/acp-16-9611-2016,09-339,09-339,
articles:18599,10.1021/acs.est.6b00082,83542201,"141959,83542201",
articles:18614,10.1007/s10584-016-1664-7,"NJSG-16-898,NA14OAR4170085,DE-FC02-97ER62402",,
articles:18652,10.1038/srep31245,"AGS 1243107,NNH11ZDA001N,DE-SC0012711,DE-AC02-05CH11231",,"1243107,DESC0012711"
articles:18647,10.1016/j.jastp.2016.06.003,"FA9550-14-1-0280,LRIR 14RV11COR,AGS1339918,NNX14AF93G","FA9550-14-1-0280,LRIR 14RV11COR,AGS1339918,NNX14AF93G",AGS1339918
articles:18657,10.1175/JAS-D-15-0328.1,"NNX12AJ79G,N000140910526,0601153N,0602435N,063064,1231193",,
articles:18658,10.1175/MWR-D-16-0094.1,"NA09NWS4670001,DTFAWA-15-D-00036 Task Order 21001 Turbulence",,"DTFAWA15D00036,NA09NWS4670001"
articles:18653,10.1175/MWR-D-15-0368.1,"DE-SC0008648,DE-SC0012827,NNX14AO85G,ATM-0425247,AGS-1433201",,DESC0008648
articles:18656,10.1175/JAS-D-15-0320.1,"0930356,AGS-1431053",,
articles:18654,10.1175/JAS-D-15-0295.1,,,
articles:18655,10.1175/JAS-D-15-0377.1,"ANR-13-BS06-0011-01,GAN653980",,
articles:18844,10.1109/TGRS.2016.2552542,"41325017,41274157,41421063,KZZD-EW-01,2012CB825605","41325017,41274157,41421063,KZZD-EW-01,2012CB825605",
articles:18942,10.1145/2949550.2949640,,,
articles:18845,10.1175/JTECH-D-15-0110.1,"ANR-BLAN08-1-31627,ANR-13-BS06-0011-01",,
articles:18846,10.5194/acp-16-9533-2016,"834285,1 R21 ES022600-01","STAR grant #834285,#1 R21 ES022600-01",
articles:18667,10.1175/JAS-D-15-0316.1,"0904635,1114849",,
articles:18566,10.5194/cp-12-1225-2016,,,
articles:18559,10.1016/j.rse.2016.03.043,,,
articles:18560,10.1016/j.solener.2016.04.016,"DE-EE0006016,WIRE ES1002",DE-EE0006016,DEEE0006016
articles:18669,10.1175/MWR-D-15-0401.1,280153,,
articles:18668,10.1175/JAS-D-16-0040.1,,,
articles:18693,10.1016/j.ocemod.2016.06.003,"1419292,207711/E10,NSC-100-2119-M-001-029-MY5","1419292,207711/E10,NSC-100-2119-M-001-029-MY5",
articles:18694,10.1016/j.jastp.2016.06.004,"ST/M001083/1,ST/K001051/1",,
articles:18713,10.1175/BAMS-D-13-00245.1,,,
articles:18753,10.1038/ngeo2739,,,
articles:18722,10.1002/2016JA022882,"NNX14AE06G,NNX15AB83G,NNX12AJ54G,AGS-1242204","NNX14AE06G,NNX15AB83G,NNX12AJ54G,AGS-1242204,AGS-1242204","NNX12AJ54G,NNX14AE06G"
articles:18727,10.1002/2016JA022910,"AGS-1522830,NNX13AF77G,NNX14AP03G,AGS-1138784","AGS-1522830,AGS-1138784,NNX13AF77G,NNX14AP03G","AGS1138784,AGS1522830,NNX13AF77G,NNX14AP03G"
articles:18783,10.1002/2016JA022871,"FA9550-15-1-0030,AGS-1408789","AGS-1408789,FA9550-15-1-0030,AGS-1408789",AGS1408789
articles:18806,10.1017/jog.2016.49,DE-FC02-97ER62402,,
articles:18810,10.1002/ecs2.1412,NSF 10-02586,NSF 10-02586,
articles:19301,10.1002/2016JA023072,"NNH15AZ81I,NNX12AJ54G,NNX14AE06G","NNH15AZ81I,NNX12AJ54G,NNX14AE06G","NNX12AJ54G,NNX14AE06G"
articles:19302,10.1002/2015RS005937,"41574181,2012CB825606,2016YFB0501503","41574181,2012CB825606,2016YFB0501503",
articles:18708,10.3847/0004-637X/826/2/164,"312495,ST/K502005/1,ST/L000741/1,ST/L000741/1,ST/K502005/1",,
articles:19510,10.1175/2016BAMSStateoftheClimate.1,,,
usclivar:91,10.5065/D6GB22H1,,,
usclivar:43,10.5065/D6H41PSX,,,
articles:18684,10.1088/1748-9326/11/8/084003,"DE-SC0006704,CHE-1314040","CHE-1314040,DE-SC0006704",DESC0006704
articles:18827,10.5194/acp-16-9321-2016,"DE-SC0011780,DE-SC0014469,272041",DE-SC0011780,
articles:18543,10.5194/amt-9-3355-2016,"50EE0901,15 226365-FP7-ENV-2008-1,50EE0841",CL 319/2-1 601962,
articles:18790,10.1002/2016GL069446,,,
articles:18791,10.1002/2016GL069476,"DE-FC02-97ER62402,DE-AC05-00OR22725","DE-FC02-97ER62402,DE-AC05-00OR22725",
articles:18648,10.1038/nature18640,"AGS-1462127,AGS-1067937,NA11OAR4310154,2013CB956204,2014CB745000,41490644,U1406401,SFB754",,
articles:18854,10.1038/nclimate3071,"DEB-1021098,DEB-1457614,2015-67003-23485,TES DE-SC0014374",,
articles:19256,10.1117/12.2235234,,,
articles:18692,10.1002/2016JD025265,,,
articles:18671,10.1002/2016JD025274,"DE-AC52-07NA27344,0968657,AGS-0968640,DE-SC0008323,LLNL-JRNL-680743","0968657,AGS-0968640,DE-SC0008323",0968657
articles:18672,10.1002/2016JD025039,NNH10ZDA001N,NNH10ZDA001N,
articles:18822,10.5194/os-12-925-2016,"41506029,XDA11010405,GA01101,NE/K005480/1,DE-SC0012711,NE/K005480/1","XDA11010405,41506029,DE-SC0012711",DESC0012711
articles:18795,10.3389/fspas.2016.00024,,,
articles:18865,10.5194/gmd-9-2459-2016,"ncas10006,ncas10001",,
articles:18721,10.1002/2016GL069752,R825379,R825379,
articles:18718,10.5194/acp-16-8791-2016,,,
articles:18686,10.1002/2016JD024942,NNX13AN76H,NNX13AN76H,
articles:18714,10.1002/2016GL069453,DE-FC02-97ER62402,DE-FC02-97ER62402,
articles:18710,10.1002/2016GL069835,1419818,1419818,
articles:18685,10.1002/2016JD024890,"NE/J018058/1,AGS-1138784,NNX16AB82G,NNX14AH54G,bas0100031","NE/J018058/1,AGS-1138784,NNX16AB82G,NNX14AH54G","AGS1138784,NNX16AB82G"
articles:18715,10.1002/2016GL069563,DE-FC02-97ER62402,DE-FC02-97ER62402,
articles:18602,10.1175/JCLI-D-15-0286.1,"EPS-1101245,NNX12AK56G S01,EF-1048481",,EF1048481
articles:18606,10.1175/JCLI-D-15-0485.1,"NNXI1AO25A,AGS-1353740,DE-SC0012602,NA15OAR4310086",,
articles:18604,10.1175/JCLI-D-15-0527.1,"NA130AR4310136,NA130AR4310137,NA110AR4310154,AGS-1067937,AGS-1347808,OCE-1243015,2013CB956204,2014CB745000",,OCE1243015
articles:18528,10.1126/science.aae0061,"OCE-1338814,AGS-1539972,NE/N006038/1,ncas10003","OCE-1338814,AGS-1539972,NE/N006038/1",
articles:18890,10.1126/sciadv.1600557,"SFB 963,NNH12CF23C,NNH12CF68C,1148515,0722019,s1325,s1326","ID0EUFBI9112,SFB963,ID0E5JBI9113,NNH12CF23C,ID0EHPBI9114,NNH12CF68C,ID0EQUBI9115,s1325 and s1326,ID0EX1BI9116,OCD SI2-SSI Program grant #1148515 and the OCI SDCI program grant #0722019,these awards support the Pegasus workflow management system, which we used",
articles:18870,10.3969/j.issn.1007-6190.2016.03.013,,,
articles:18673,10.3847/2041-8205/826/1/L2,NNX15AF13G,,
articles:18623,10.5194/gmd-9-2391-2016,"DE-AC02-05CH11231,41375102,2014CB347800",,
articles:18719,10.5194/acp-16-8375-2016,"2012CB956203,41305062,NA14OAR4310186",,NA14OAR4310186
articles:18588,10.1073/pnas.1601085113,"DE-AC02-05CH11231,DE-FC03-97ER62402/A010,PLR-1304220","N/A,DE-AC02-05CH11231",PLR1304220
articles:18674,10.1093/mnras/stw976,"RC130007,1141269,3140592,3140585,1140109,320964,ST/L000733,085.D-0541,ST/L000733/1",,
articles:18834,10.5334/dsj-2016-008,,,
articles:18717,10.1002/2016SW001387,,,
articles:18698,10.1002/2016JA022898,"NNX12AJ54G,NNX10AQ59G,NNX14AE06G,NNX15AB83G,NNX13AE20G,NNG12PQ28C,NNX12AG45G","NNX12AJ54G,NNX12AG45G,NNX10AQ59G,NNX14AE06G,NNX15AB83G,NNX13AE20G,NNG12PQ28C","NNX10AQ59G,NNX12AJ54G,NNX13AE20G,NNX14AE06G"
articles:18536,10.1126/science.aad8550,,"F035175,F033663",
articles:18706,10.1038/ngeo2751,"DE-FC02-97ER62402,PLR-1341497,DE-AC02-05CH11231",,
articles:18625,10.1175/MWR-D-15-0449.1,"CGL2011-29672-C02-02,CGL2014-59677-R,19640/EE/14",,
articles:18650,10.1002/qj.2791,"DE-SC0002383,DE-SC0007396,NE/I021276/1","DE-SC0002383,DE-SC0007396",
articles:18649,10.1093/icesjms/fsw004,"1108440,177,579",,
articles:18631,10.1175/MWR-D-15-0293.1,ATM-AGS-1237613,,
articles:18632,10.1002/asl.673,AGS-1048829,"AGS-1048829,ark:/85065/d7wd3xhc",AGS1048829
articles:18629,10.1175/BAMS-D-15-00004.1,"ATM-0425247,ATM-0618847",,
articles:18626,10.1039/C5FD00209E,,,
articles:18537,10.1016/j.envpol.2016.03.046,"41275186,41430424,XDB05060500,2012KTZB03-01-01,SKLLQG1221","41275186,41430424,XDB05060500,2012KTZB03-01-01,SKLLQG1221",
articles:18540,10.1080/02626667.2016.1183009,,,
articles:18539,10.1007/s10291-015-0444-6,"41325017,41274157,41174139,41121003,KZZD-EW-01,2012CB825605",,
articles:18538,10.1007/s10291-015-0437-5,"41325017,41274157,41174139,41121003,41025016,KZZD-EW-01,2012CB825605",,
articles:18603,10.1175/JAS-D-15-0331.1,,,
articles:18605,10.1175/JAS-D-15-0282.1,"20130487ER,DE-AC52-06NA25396",,
articles:18601,10.1175/JAS-D-15-0304.1,"20130487ER,DE-AC52-06NA25396",,
articles:18590,10.1175/JAS-D-15-0324.1,"NSF-AGS-1338655,NSF-AGS-1338648",,
articles:18593,10.1175/JAMC-D-15-0222.1,NSC 100-2119-M008-041-MY5,,
articles:18594,10.1175/JAS-D-15-0188.1,"AGS-1303685,OISE-1209444,AGS-1262048",,
articles:18589,10.1175/JAS-D-15-0200.1,0602435 N,,
articles:18592,10.1175/JAS-D-15-0303.1,AGS-1318932,,
articles:18595,10.1175/JAS-D-15-0207.1,,,
articles:18596,10.1016/j.energy.2016.02.166,,,
articles:18697,10.1175/BAMS-D-14-00164.1,"NNX12AP51G,NNX16AB20G,NNX11AL82G,NA15OAR4310103,NA12OAR4320137,N00014-13-1-0508,N00014-13-1-0845,PP-CWO-KY06-001-P3,1343811,NA080AR4320752",,
articles:18664,10.1175/JHM-D-16-0046.1,,,
articles:18716,10.1007/s00382-015-2826-4,"U1406404,2012DFB20210,2014G03,2011G22,41005032",,
articles:18824,10.1016/j.procs.2016.05.466,,,
articles:18826,10.1016/j.procs.2016.05.489,,,
articles:18434,10.1016/j.jcp.2016.02.078,DMS-094581,DMS-094581,
articles:18550,10.1016/j.cageo.2016.04.005,,,
articles:18486,10.1007/s10546-016-0134-0,AGS-1115011,AGS-1115011,
articles:18482,10.1016/j.jastp.2016.03.010,"603557,NE/J008621/1,NE/J008621/1","603557,SOLSPEC,NE/J008621/1",
articles:18530,10.1175/JCLI-D-15-0629.1,,,
articles:18525,10.1038/ngeo2721,"PLR-AON 1108391,DE-AC02-05CH11231,NNX13AH87G,ncas10006,NE/M007146/1,NE/N015630/1",,NNX13AH87G
articles:18516,10.1007/s10546-015-0123-8,,,
articles:18514,10.1016/j.ocemod.2015.07.020,"1258907,0934737,ROSES NNX09AF38G","1258907,0934737,NNX09AF38G",
articles:18675,10.1175/BAMS-D-14-00279.1,"DE-EE0006016,PIOF-GA-2010-273648",,DEEE0006016
articles:18676,10.1175/JAMC-D-15-0354.1,"DE-EE0006016,AGG-2-22256-01",,DEEE0006016
articles:18712,10.1007/s00382-015-2852-2,1048829,"1048829,10121-4802-01","1048829,10121480201"
articles:18711,10.3847/0004-637X/825/1/55,,,
articles:18739,10.1002/2016JA022859,"AGS-1522830,NNX13AI62G,AGS-1132267,1243129","AGS-1522830,AGS-1132267,NNX13AI62G,1243129",AGS1522830
articles:18757,10.2151/jmsj.2016-017,"ATM-0425247,DE-SC0008648",,DESC0008648
articles:18787,10.1002/2016JA022522,"NE/G019487/1,291332-CODITA,ncas10006,NE/G019487/1",291332,
articles:18785,10.1002/2016JA022808,"NNX15AI62G,NNX13AI61G,NNX14AI18G,NAS5-01072,PLR-1341359,AGS-1405054,1564510,FA9550-15-1-0179","NNX15AI62G,NNX13AI61G,NNX14AI18G,PLR-1341359,AGS-1405054,1564510,FA9550-15-1-0179",
articles:18789,10.1002/2016JA022508,"NAS5-01072,967399,922613,NNX15AF54G","NAS5-01072,NNX15AF54G,967399,922613",
articles:18788,10.1002/2016JA022648,"41325017,41274157,41274158,41421063,KZZD-EW-01,2012CB825605","41325017,41274157,41274158,41421063,KZZD-EW-01,2012CB825605",
articles:18786,10.1002/2016GB005405,"GA01101,PAGE21",,
articles:18776,10.1002/2015JA022294,"NNH09AK621,NNX13AD64G,NNX14AE08G,NNX12AD26G","NNH09AK621,NNX13AD64G,NNX14AE08G,NNX12AD26G",NNX14AE08G
articles:18774,10.1002/2016JA022817,NE/J021792/1,NE/J021792/1,
articles:18775,10.1002/2016JA022682,,,
articles:18777,10.1002/2016JA022867,"2015 M582001,41274150,41421063,41025016,41304123,KZZD-EW-01-1,2012CB825605,AGS-1138784","2015 M582001,41274150,41421063,41025016,41304123,KZZD-EW-01-1,2012CB825605,AGS-1138784",AGS1138784
articles:19338,10.1002/2015WR018547,"NNX15AC27G,NA14OAR4310222,4600010378 TASK ORDER UCOP2_5",,
